transaction_type,amount,nameOrig,nameDest,oldbalanceOrg,newbalanceOrig,location,isFraud,isFlaggedFraud
TRANSFER,44691.71,C974886,M875356,60468.54,15776.830000000002,AE,0,0
TRANSFER,44348.36,C954017,M693002,69097.43,24749.069999999992,NG,0,0
PAYMENT,36098.13,C943188,M131654,64756.83,28658.700000000004,AU,0,0
DEPOSIT,20565.54,C053055,M618024,52927.09,32361.549999999996,NG,0,0
TRANSFER,25171.75,C299889,M744757,64220.65,39048.9,ZA,0,0
WITHDRAWAL,7564.22,C498024,M456075,76225.65,68661.43,AU,0,0
DEPOSIT,37723.79,C009066,M071643,18511.4,0.0,NG,0,0
DEPOSIT,36222.26,C178520,M286124,55372.5,19150.239999999998,NG,0,0
WITHDRAWAL,8348.9,C676393,M738590,23799.14,15450.24,ZA,0,0
TRANSFER,39121.41,C449510,M734441,89169.17,50047.759999999995,AE,0,0
DEPOSIT,37656.79,C729908,M591650,70724.27,33067.48,CA,0,0
DEPOSIT,18557.49,C226231,M660758,78214.75,59657.259999999995,AU,0,0
PAYMENT,6996.86,C302445,M138278,92280.86,85284.0,ZA,0,0
WITHDRAWAL,39988.26,C626827,M812617,62016.73,22028.47,US,0,0
DEPOSIT,935.57,C251517,M476878,22184.46,21248.89,AU,1,0
PAYMENT,32525.47,C671201,M750678,84590.89,52065.42,UK,0,0
TRANSFER,7822.38,C771747,M674653,71453.26,63630.88,AU,0,0
WITHDRAWAL,45069.57,C305319,M647519,50466.61,5397.040000000001,AU,0,0
WITHDRAWAL,42292.2,C252861,M510769,17554.51,0.0,NG,0,0
TRANSFER,40920.74,C431637,M838343,64250.79,23330.050000000003,ZA,0,0
WITHDRAWAL,20998.21,C044030,M626786,51691.0,30692.79,ZA,0,0
TRANSFER,19210.09,C676986,M962321,92453.78,73243.69,AU,0,0
TRANSFER,32611.18,C049108,M760710,85593.69,52982.51,IN,0,0
DEPOSIT,45645.77,C277469,M294420,91364.59,45718.82,AU,0,0
PAYMENT,14632.44,C680543,M101800,81916.26,67283.81999999999,AU,0,0
PAYMENT,25260.89,C881163,M217120,41670.91,16410.020000000004,US,0,0
TRANSFER,3498.5,C730448,M583935,51223.27,47724.77,AE,0,0
TRANSFER,14441.7,C803700,M646665,28649.19,14207.489999999998,CA,0,0
PAYMENT,489.29,C906656,M480503,10925.27,10435.98,CA,0,0
DEPOSIT,6034.73,C547736,M653621,61543.35,55508.619999999995,AE,0,0
TRANSFER,34520.41,C674404,M383517,92915.64,58395.229999999996,CA,0,0
TRANSFER,38572.38,C666431,M448714,21439.35,0.0,UK,0,0
TRANSFER,13093.83,C932972,M822300,54629.04,41535.21,ZA,0,0
WITHDRAWAL,5952.71,C030457,M824733,69251.35,63298.64000000001,AE,0,0
TRANSFER,2339.53,C129641,M264822,87814.19,85474.66,AE,0,0
TRANSFER,36974.79,C141577,M154169,81509.99,44535.200000000004,US,0,0
DEPOSIT,41189.17,C059266,M287197,97125.4,55936.229999999996,CA,0,0
WITHDRAWAL,27808.34,C338138,M107549,68704.26,40895.92,ZA,0,0
PAYMENT,47666.28,C286422,M997244,59972.93,12306.650000000001,AU,0,0
WITHDRAWAL,45135.77,C464038,M173487,33043.19,0.0,AU,0,0
WITHDRAWAL,24848.14,C153930,M552795,70643.17,45795.03,ZA,0,0
TRANSFER,24744.19,C590038,M840151,52567.39,27823.2,CA,0,0
PAYMENT,41332.56,C893472,M501553,18159.76,0.0,CA,0,0
TRANSFER,49544.28,C283676,M153881,17654.54,0.0,UK,0,0
DEPOSIT,44941.61,C671161,M437469,69782.02,24840.410000000003,NG,0,0
DEPOSIT,32339.77,C714904,M631248,10095.98,0.0,AU,0,0
DEPOSIT,23691.76,C344403,M862121,55215.93,31524.170000000002,US,0,0
WITHDRAWAL,35119.13,C754074,M709055,65032.31,29913.18,US,0,0
DEPOSIT,46758.91,C632224,M439972,87695.74,40936.83,AU,0,0
WITHDRAWAL,7139.57,C059165,M487506,71676.8,64537.23,CA,0,0
DEPOSIT,30947.63,C777401,M360841,31691.29,743.6599999999999,CA,0,0
PAYMENT,48769.44,C943506,M595279,55617.11,6847.669999999998,AE,0,0
DEPOSIT,43855.7,C610748,M818252,93742.26,49886.56,IN,0,0
PAYMENT,44615.11,C668286,M697443,73289.83,28674.72,NG,0,0
TRANSFER,43450.8,C060217,M731934,58212.26,14761.46,ZA,0,0
WITHDRAWAL,49997.92,C047402,M880223,49925.18,0.0,US,0,0
PAYMENT,1450.4,C984181,M625064,38052.55,36602.15,UK,0,0
PAYMENT,41974.23,C280475,M757586,50610.32,8636.089999999997,ZA,0,0
PAYMENT,28603.97,C755618,M567558,90167.06,61563.09,IN,0,0
PAYMENT,7879.12,C055341,M827372,19433.09,11553.970000000001,UK,0,0
DEPOSIT,29471.08,C127448,M735392,35523.02,6051.939999999995,US,0,0
TRANSFER,41526.54,C710804,M895351,78696.25,37169.71,UK,0,0
PAYMENT,2795.6,C175980,M344453,89519.95,86724.34999999999,ZA,0,0
TRANSFER,18360.26,C877860,M361319,23482.58,5122.320000000003,NG,0,0
DEPOSIT,28353.8,C772645,M752262,11943.58,0.0,ZA,0,0
WITHDRAWAL,27242.87,C023495,M534166,18058.1,0.0,IN,0,0
TRANSFER,41206.87,C949046,M548155,11737.78,0.0,UK,0,0
WITHDRAWAL,8455.41,C047693,M687682,78383.92,69928.51,AE,0,0
WITHDRAWAL,44245.34,C285479,M410555,27360.28,0.0,NG,0,0
WITHDRAWAL,18115.63,C199797,M640386,86749.28,68633.65,UK,0,0
PAYMENT,12152.42,C136972,M367241,53814.77,41662.35,UK,0,0
DEPOSIT,46798.86,C111713,M355782,25530.28,0.0,AU,0,0
PAYMENT,49841.42,C330259,M433964,47953.19,0.0,IN,0,0
TRANSFER,7777.24,C930595,M901112,80010.56,72233.31999999999,AU,0,0
TRANSFER,20594.72,C939810,M872323,42873.67,22278.949999999997,CA,0,0
DEPOSIT,2941.15,C687909,M998367,96904.88,93963.73000000001,ZA,0,0
PAYMENT,47031.34,C503162,M597394,49324.33,2292.9900000000052,NG,0,0
TRANSFER,8680.08,C089091,M374481,65438.3,56758.22,AE,0,0
DEPOSIT,5469.63,C892704,M497202,52098.37,46628.740000000005,IN,0,0
TRANSFER,24589.06,C316660,M645475,55456.25,30867.19,NG,0,0
DEPOSIT,12020.7,C192509,M081214,19098.45,7077.75,AU,0,0
DEPOSIT,10679.37,C783178,M613300,27355.7,16676.33,US,0,0
DEPOSIT,2323.45,C061455,M365662,46809.93,44486.48,AU,0,0
PAYMENT,19162.85,C265796,M169618,77784.91,58622.060000000005,ZA,0,0
PAYMENT,37762.28,C619665,M227510,18934.4,0.0,IN,0,0
TRANSFER,44043.1,C827794,M851371,88656.8,44613.700000000004,AU,0,0
DEPOSIT,47502.1,C340117,M653912,37574.87,0.0,NG,0,0
WITHDRAWAL,36788.02,C966373,M929339,46677.67,9889.650000000001,US,0,0
DEPOSIT,680.55,C369742,M728838,66890.31,66209.76,US,0,0
DEPOSIT,6270.01,C923863,M759983,75170.79,68900.78,ZA,0,0
TRANSFER,22737.94,C330411,M552382,75043.59,52305.649999999994,UK,0,0
WITHDRAWAL,8142.66,C578322,M023373,77826.76,69684.09999999999,AE,0,0
WITHDRAWAL,37520.77,C693804,M133720,29292.77,0.0,NG,0,0
TRANSFER,428.07,C783301,M816055,7728.41,7300.34,UK,0,0
WITHDRAWAL,5370.97,C379689,M196063,89078.47,83707.5,NG,0,0
PAYMENT,18583.07,C369731,M602274,85076.86,66493.79000000001,IN,0,0
PAYMENT,29522.84,C126622,M895166,8399.58,0.0,NG,0,0
DEPOSIT,33585.29,C826577,M940840,95262.4,61677.10999999999,NG,0,0
DEPOSIT,28419.97,C368433,M784827,67455.17,39035.2,IN,0,0
WITHDRAWAL,15678.62,C443436,M014416,54221.26,38542.64,ZA,0,0
WITHDRAWAL,29510.07,C854683,M855927,97763.97,68253.9,ZA,0,0
PAYMENT,26268.31,C599844,M679737,3757.12,0.0,US,0,0
TRANSFER,45827.92,C368178,M463724,20124.52,0.0,UK,1,1
WITHDRAWAL,33231.59,C031347,M504616,54184.27,20952.68,NG,0,0
WITHDRAWAL,38773.04,C404918,M997533,18242.17,0.0,IN,0,0
TRANSFER,20095.05,C131247,M703483,49973.88,29878.829999999998,IN,0,0
TRANSFER,20653.74,C724732,M539622,17678.35,0.0,NG,0,0
PAYMENT,23833.58,C695647,M352221,61585.86,37752.28,AU,0,0
WITHDRAWAL,31601.46,C296349,M860028,28536.51,0.0,UK,0,0
WITHDRAWAL,11191.06,C889580,M312707,38627.63,27436.57,UK,1,0
WITHDRAWAL,18119.96,C088581,M303433,6116.98,0.0,NG,0,0
PAYMENT,35060.57,C502193,M134116,87038.37,51977.799999999996,ZA,0,0
DEPOSIT,24603.49,C916850,M078089,77155.63,52552.14,CA,0,0
TRANSFER,47220.52,C528670,M039177,66423.01,19202.489999999998,AE,0,0
PAYMENT,15002.6,C598058,M685958,54884.07,39881.47,ZA,0,0
WITHDRAWAL,41560.29,C692943,M372638,65037.73,23477.440000000002,CA,0,0
PAYMENT,18936.98,C328481,M153977,46648.3,27711.320000000003,UK,0,0
PAYMENT,24603.91,C193310,M151435,98048.81,73444.9,US,0,0
PAYMENT,20496.73,C550609,M909158,42762.67,22265.94,AE,0,0
DEPOSIT,45022.08,C076627,M306947,22960.04,0.0,ZA,0,0
TRANSFER,43551.64,C521168,M346379,19172.18,0.0,US,0,0
DEPOSIT,2846.31,C138679,M466271,30117.91,27271.6,IN,0,0
WITHDRAWAL,7550.78,C703676,M807977,95221.47,87670.69,US,0,0
TRANSFER,19244.15,C128328,M314400,22374.37,3130.2199999999975,NG,1,0
TRANSFER,24512.38,C233090,M319808,32205.79,7693.41,CA,0,0
PAYMENT,33831.44,C185031,M671607,83068.83,49237.39,AE,0,0
PAYMENT,29979.92,C802486,M769693,64801.46,34821.54,UK,0,0
PAYMENT,33854.8,C628535,M918692,57325.4,23470.6,NG,0,0
DEPOSIT,48895.97,C709047,M576050,16874.95,0.0,NG,0,0
PAYMENT,30983.87,C150051,M909917,6349.22,0.0,NG,0,0
PAYMENT,31210.79,C035066,M521744,33924.83,2714.040000000001,NG,0,0
WITHDRAWAL,28394.12,C472585,M631519,60599.44,32205.320000000003,US,0,0
PAYMENT,48163.29,C874340,M413853,81364.61,33201.32,IN,0,0
DEPOSIT,41533.77,C152112,M875984,80851.82,39318.05000000001,CA,0,0
WITHDRAWAL,39650.45,C699604,M452787,37882.23,0.0,US,0,0
DEPOSIT,49909.28,C863283,M260746,28364.69,0.0,CA,0,0
PAYMENT,3961.59,C663924,M852443,12728.42,8766.83,NG,0,0
PAYMENT,43610.97,C354843,M403410,4135.82,0.0,UK,0,0
TRANSFER,17137.41,C951775,M467926,56394.82,39257.41,AE,0,0
DEPOSIT,33564.78,C225359,M668647,27113.08,0.0,CA,0,0
DEPOSIT,43047.52,C074618,M417886,76454.47,33406.950000000004,US,0,0
WITHDRAWAL,49704.5,C120619,M710513,68039.82,18335.320000000007,AU,0,0
WITHDRAWAL,4380.7,C851072,M360794,77313.6,72932.90000000001,IN,0,0
PAYMENT,7345.38,C133401,M056262,16370.78,9025.400000000001,CA,0,0
DEPOSIT,31481.77,C725964,M955402,44127.47,12645.7,US,1,1
PAYMENT,36297.65,C462563,M253395,63380.55,27082.9,UK,0,0
TRANSFER,9963.08,C624658,M631978,21138.83,11175.750000000002,ZA,0,0
DEPOSIT,17041.83,C002322,M620902,85764.26,68722.43,AE,0,0
PAYMENT,5048.44,C345850,M821116,94283.22,89234.78,IN,0,0
TRANSFER,10110.94,C004343,M683231,52638.83,42527.89,US,0,0
TRANSFER,16157.54,C913059,M070995,67288.05,51130.51,UK,0,0
TRANSFER,31081.19,C414273,M669828,19280.18,0.0,US,0,0
WITHDRAWAL,41585.09,C958819,M606687,36692.82,0.0,AE,1,1
PAYMENT,3488.08,C008503,M300060,76210.21,72722.13,NG,0,0
DEPOSIT,3194.59,C751506,M925591,49061.73,45867.14,US,0,0
PAYMENT,4878.65,C149134,M231345,66271.09,61392.439999999995,UK,0,0
PAYMENT,3269.14,C681292,M729721,82913.53,79644.39,AE,0,0
TRANSFER,507.73,C723216,M399932,67584.03,67076.3,ZA,0,0
TRANSFER,39072.64,C629229,M610862,94383.57,55310.93000000001,NG,0,0
PAYMENT,29825.46,C338613,M772753,46254.79,16429.33,UK,0,0
WITHDRAWAL,18612.76,C741323,M101160,32795.35,14182.59,ZA,0,0
PAYMENT,27797.62,C822417,M643446,52483.12,24685.500000000004,ZA,0,0
TRANSFER,34237.96,C001077,M015838,49358.11,15120.150000000001,UK,0,0
WITHDRAWAL,42072.85,C444808,M859351,84478.56,42405.71,CA,0,0
PAYMENT,22154.9,C129007,M365140,35805.82,13650.919999999998,CA,0,0
PAYMENT,42086.56,C373514,M779636,11803.27,0.0,NG,0,0
DEPOSIT,31018.6,C562747,M968569,19682.9,0.0,UK,0,0
PAYMENT,25815.38,C872748,M381089,99410.11,73594.73,AE,0,0
TRANSFER,45558.04,C886854,M735771,13358.58,0.0,UK,0,0
WITHDRAWAL,6935.29,C819823,M893253,46011.25,39075.96,ZA,0,0
WITHDRAWAL,15157.24,C550964,M867252,2423.55,0.0,US,0,0
TRANSFER,49738.64,C233953,M357528,75022.78,25284.14,CA,0,0
DEPOSIT,23072.98,C205150,M629092,86391.8,63318.82000000001,US,0,0
WITHDRAWAL,27150.34,C517259,M651970,93729.65,66579.31,NG,0,0
PAYMENT,31583.13,C325467,M489395,11844.99,0.0,UK,0,0
PAYMENT,11315.43,C618338,M285410,96707.35,85391.92000000001,US,0,0
TRANSFER,1912.76,C812990,M435938,16832.13,14919.37,UK,0,0
WITHDRAWAL,14543.63,C953818,M913522,99174.26,84630.62999999999,US,0,0
DEPOSIT,3988.0,C397757,M320278,97028.88,93040.88,UK,0,0
DEPOSIT,16322.65,C145649,M589814,63547.53,47224.88,ZA,0,0
DEPOSIT,4713.83,C386069,M400533,32801.77,28087.939999999995,AU,0,0
TRANSFER,49053.25,C345415,M528283,88024.95,38971.7,CA,0,0
PAYMENT,5548.55,C014181,M939793,61571.8,56023.25,NG,0,0
DEPOSIT,14874.22,C648690,M446075,31294.6,16420.379999999997,AU,0,0
WITHDRAWAL,37933.96,C298694,M905987,67493.37,29559.409999999996,AU,0,0
TRANSFER,21945.68,C878094,M549728,16129.35,0.0,UK,0,0
DEPOSIT,7664.6,C756085,M072130,80313.06,72648.45999999999,AE,0,0
PAYMENT,10942.64,C564946,M687256,60454.6,49511.96,NG,0,0
DEPOSIT,39948.37,C255854,M193462,24098.19,0.0,IN,0,0
PAYMENT,2380.03,C892466,M437718,3604.98,1224.9499999999998,AU,0,0
PAYMENT,675.81,C935753,M120391,92165.48,91489.67,IN,0,0
WITHDRAWAL,43196.93,C784687,M021447,90028.9,46831.969999999994,ZA,0,0
WITHDRAWAL,43411.25,C681646,M455617,45502.82,2091.5699999999997,NG,0,0
DEPOSIT,44628.37,C234232,M957816,60692.25,16063.879999999997,ZA,0,0
DEPOSIT,5995.01,C767106,M571004,63453.05,57458.04,US,0,0
WITHDRAWAL,19324.89,C710054,M734395,95498.62,76173.73,UK,0,0
WITHDRAWAL,12378.98,C139244,M681233,94476.61,82097.63,AE,0,0
WITHDRAWAL,32550.95,C066846,M010025,63069.76,30518.81,CA,0,0
PAYMENT,27847.66,C053087,M075167,79910.32,52062.66,CA,0,0
WITHDRAWAL,10338.03,C897221,M903652,65629.26,55291.229999999996,IN,0,0
TRANSFER,20109.39,C929924,M807582,45621.47,25512.08,AE,0,0
WITHDRAWAL,35686.74,C650085,M992588,7909.47,0.0,UK,0,0
PAYMENT,5028.43,C656752,M999258,10285.01,5256.58,AE,0,0
TRANSFER,7276.16,C550560,M206597,32825.52,25549.359999999997,US,0,0
WITHDRAWAL,17097.63,C830380,M596608,63355.79,46258.16,AE,0,0
WITHDRAWAL,18102.19,C742752,M451527,36234.73,18132.540000000005,UK,0,0
PAYMENT,31862.0,C376125,M612821,27362.82,0.0,ZA,0,0
WITHDRAWAL,36393.59,C572856,M041854,48523.07,12129.480000000003,AU,0,0
TRANSFER,7934.58,C242985,M865829,71344.06,63409.479999999996,AE,0,0
DEPOSIT,46685.21,C709294,M559843,49.36,0.0,AE,0,0
DEPOSIT,17043.49,C222163,M464635,52373.68,35330.19,ZA,0,0
PAYMENT,6781.4,C680818,M515548,85643.03,78861.63,US,0,0
PAYMENT,46177.12,C253107,M390759,69430.51,23253.389999999992,IN,0,0
TRANSFER,17078.03,C560529,M199362,55660.71,38582.68,AU,0,0
DEPOSIT,28238.4,C865657,M343822,88933.06,60694.659999999996,AE,0,0
WITHDRAWAL,25324.07,C583326,M155878,98172.01,72847.94,US,0,0
WITHDRAWAL,9264.33,C314750,M836907,36933.09,27668.759999999995,UK,0,0
WITHDRAWAL,8255.87,C559839,M001754,45098.8,36842.93,ZA,0,0
PAYMENT,42244.1,C211322,M504778,74947.59,32703.489999999998,UK,0,0
PAYMENT,12760.11,C493682,M058908,55613.95,42853.84,UK,0,0
PAYMENT,29779.69,C873928,M558404,9418.24,0.0,ZA,0,0
PAYMENT,47953.17,C782148,M417704,68558.52,20605.350000000006,IN,0,0
WITHDRAWAL,3556.63,C652887,M047170,24384.7,20828.07,NG,0,0
WITHDRAWAL,6119.42,C258136,M676072,28106.88,21987.46,US,0,0
TRANSFER,27673.42,C651375,M552284,53401.09,25727.67,UK,0,0
PAYMENT,37511.74,C492569,M471874,3948.69,0.0,ZA,0,0
WITHDRAWAL,8536.51,C387015,M694719,46671.39,38134.88,AU,0,0
TRANSFER,1803.19,C500535,M927558,63766.62,61963.43,AE,0,0
PAYMENT,42279.72,C143146,M168723,35144.3,0.0,AU,0,0
WITHDRAWAL,25367.52,C031539,M450329,93513.25,68145.73,US,0,0
WITHDRAWAL,10638.05,C260133,M613671,43501.97,32863.92,UK,0,0
WITHDRAWAL,22722.54,C878767,M267439,36657.76,13935.220000000001,AU,0,0
TRANSFER,25498.04,C380295,M463001,7887.41,0.0,NG,0,0
PAYMENT,46819.64,C087303,M281459,17739.62,0.0,US,0,0
WITHDRAWAL,20521.02,C868484,M291006,56208.87,35687.850000000006,US,0,0
DEPOSIT,25018.28,C054261,M830559,46002.33,20984.050000000003,IN,0,0
PAYMENT,34621.45,C414617,M917754,52373.82,17752.370000000003,US,0,0
PAYMENT,47428.42,C029196,M282408,60411.46,12983.04,NG,0,0
DEPOSIT,25730.03,C818932,M696946,9925.81,0.0,AU,0,0
DEPOSIT,16961.41,C520010,M665392,75602.77,58641.36,UK,0,0
TRANSFER,38288.8,C537523,M744821,30313.12,0.0,AU,0,0
DEPOSIT,389.76,C397045,M541416,2535.21,2145.45,ZA,0,0
PAYMENT,31917.21,C970770,M096608,46306.59,14389.379999999997,CA,0,0
TRANSFER,3421.08,C940489,M544373,96528.03,93106.95,IN,0,0
WITHDRAWAL,19498.68,C224877,M393377,64460.5,44961.82,AE,0,0
WITHDRAWAL,11245.2,C531761,M932345,44072.76,32827.56,NG,0,0
TRANSFER,35597.12,C482869,M941879,72604.5,37007.38,IN,0,0
TRANSFER,11819.94,C863224,M714120,43566.93,31746.989999999998,US,0,0
PAYMENT,46578.28,C191281,M124790,55641.15,9062.870000000003,CA,1,1
PAYMENT,30981.7,C311729,M010435,79901.2,48919.5,NG,0,0
WITHDRAWAL,14974.94,C768083,M879504,62884.67,47909.729999999996,UK,0,0
WITHDRAWAL,18309.93,C252997,M882951,70419.64,52109.71,US,0,0
DEPOSIT,30142.01,C237259,M663910,69355.75,39213.740000000005,ZA,0,0
DEPOSIT,941.95,C621866,M673958,23937.46,22995.51,CA,0,0
DEPOSIT,20025.39,C453460,M136642,11795.6,0.0,AE,0,0
PAYMENT,44747.1,C883231,M352346,33451.93,0.0,US,0,0
DEPOSIT,37549.69,C713619,M874310,6392.0,0.0,ZA,0,0
TRANSFER,26255.32,C843996,M282842,25884.64,0.0,UK,0,0
DEPOSIT,9867.33,C673010,M421852,64937.5,55070.17,AE,0,0
PAYMENT,35233.75,C093184,M553138,93597.17,58363.42,IN,0,0
WITHDRAWAL,14300.26,C650288,M484565,752.44,0.0,ZA,0,0
DEPOSIT,39006.6,C146337,M293058,67349.83,28343.230000000003,AU,0,0
TRANSFER,35533.52,C470394,M508498,53211.78,17678.260000000002,AE,0,0
PAYMENT,49035.24,C036929,M135565,85883.94,36848.700000000004,AU,1,1
WITHDRAWAL,4675.67,C783290,M725914,98324.77,93649.1,AE,0,0
TRANSFER,9139.95,C763884,M190981,86577.54,77437.59,CA,0,0
PAYMENT,12765.73,C168094,M653277,5582.16,0.0,NG,0,0
DEPOSIT,40758.82,C418117,M372983,12463.02,0.0,UK,1,1
DEPOSIT,13011.14,C647294,M892222,73149.35,60138.21000000001,CA,0,0
WITHDRAWAL,37864.23,C688695,M558916,96908.85,59044.62,US,0,0
PAYMENT,2489.56,C964519,M673380,66369.18,63879.619999999995,ZA,0,0
PAYMENT,19598.36,C701787,M294290,55522.85,35924.49,UK,0,0
TRANSFER,13776.28,C716978,M005370,5046.33,0.0,NG,0,0
WITHDRAWAL,44260.6,C990729,M130542,84961.74,40701.14000000001,AU,0,0
WITHDRAWAL,192.83,C666384,M565198,80131.88,79939.05,AU,0,0
PAYMENT,3253.66,C378578,M211087,50196.02,46942.36,US,0,0
DEPOSIT,9257.81,C714134,M133842,36244.73,26986.920000000006,US,0,0
WITHDRAWAL,30679.5,C906777,M269285,72942.37,42262.869999999995,AE,0,0
DEPOSIT,1345.86,C897080,M418562,25841.68,24495.82,UK,0,0
TRANSFER,26290.44,C045415,M209657,82471.69,56181.25,IN,0,0
WITHDRAWAL,39905.79,C629368,M251801,35147.72,0.0,AE,0,0
PAYMENT,25048.9,C466284,M161599,86123.41,61074.51,UK,0,0
DEPOSIT,4565.33,C641432,M883264,74551.97,69986.64,UK,0,0
TRANSFER,14849.27,C875075,M126483,52702.42,37853.149999999994,UK,0,0
WITHDRAWAL,25674.31,C562994,M732445,64407.34,38733.03,NG,0,0
PAYMENT,9142.76,C380826,M115645,93122.69,83979.93000000001,ZA,0,0
DEPOSIT,22776.43,C091573,M878662,77565.02,54788.590000000004,IN,1,1
DEPOSIT,22986.96,C141368,M856451,19044.77,0.0,IN,0,0
DEPOSIT,48872.96,C708816,M539288,83208.95,34335.99,ZA,0,0
WITHDRAWAL,9375.77,C430113,M852813,46027.37,36651.600000000006,IN,0,0
PAYMENT,38286.95,C730475,M202751,94852.12,56565.17,UK,0,0
TRANSFER,12863.61,C649423,M668380,9322.79,0.0,AU,0,0
TRANSFER,7404.35,C469274,M791811,55715.53,48311.18,NG,0,0
DEPOSIT,23223.51,C017429,M196780,38592.21,15368.7,AU,0,0
WITHDRAWAL,20215.21,C076653,M329384,42846.89,22631.68,NG,0,0
WITHDRAWAL,30830.43,C181596,M879125,71282.89,40452.46,US,0,0
PAYMENT,47508.02,C914080,M333381,96397.44,48889.420000000006,NG,0,0
PAYMENT,9549.97,C920064,M829017,32121.21,22571.239999999998,NG,0,0
WITHDRAWAL,30129.65,C798624,M658844,53841.84,23712.189999999995,IN,0,0
DEPOSIT,49822.95,C008670,M205844,20917.97,0.0,IN,0,0
DEPOSIT,5442.52,C741845,M181169,15809.89,10367.369999999999,CA,0,0
PAYMENT,11654.34,C142783,M846221,70938.01,59283.67,AE,0,0
PAYMENT,36629.4,C452245,M160842,54335.74,17706.339999999997,NG,0,0
WITHDRAWAL,41591.18,C493443,M179588,53157.33,11566.150000000001,CA,0,0
TRANSFER,38946.78,C777631,M034908,24167.5,0.0,US,0,0
DEPOSIT,49180.9,C732894,M770256,56848.88,7667.979999999996,CA,0,0
DEPOSIT,49781.58,C859600,M615999,50223.59,442.00999999999476,ZA,0,0
PAYMENT,49919.5,C652018,M815432,5868.61,0.0,AE,0,0
TRANSFER,17684.02,C343387,M141059,31053.42,13369.399999999998,CA,0,0
WITHDRAWAL,10500.66,C673681,M628698,95628.29,85127.62999999999,US,0,0
DEPOSIT,36070.15,C684275,M129492,8400.66,0.0,AE,0,0
WITHDRAWAL,37101.21,C068590,M753320,11145.4,0.0,US,0,0
PAYMENT,21875.16,C528226,M774414,79778.25,57903.09,US,0,0
DEPOSIT,23212.81,C519291,M182812,48650.78,25437.969999999998,AE,0,0
DEPOSIT,602.13,C857639,M249529,91559.77,90957.64,AE,0,0
TRANSFER,24453.82,C049491,M558464,68450.28,43996.46,AE,0,0
TRANSFER,26562.51,C860145,M114821,43302.86,16740.350000000002,ZA,0,0
DEPOSIT,17047.76,C801495,M792655,57823.73,40775.97,NG,0,0
DEPOSIT,32446.46,C124020,M775717,85414.21,52967.75000000001,NG,1,1
DEPOSIT,4702.52,C826921,M726035,84771.03,80068.51,ZA,0,0
TRANSFER,11609.18,C424250,M130691,66622.45,55013.27,AU,0,0
DEPOSIT,36287.03,C897012,M395803,37141.18,854.1500000000015,ZA,0,0
TRANSFER,33557.81,C071397,M828942,78552.64,44994.83,IN,0,0
DEPOSIT,43664.94,C533979,M684718,3432.21,0.0,CA,0,0
WITHDRAWAL,30233.04,C483837,M523208,75007.1,44774.060000000005,IN,0,0
WITHDRAWAL,2394.68,C134735,M791902,75467.48,73072.8,CA,0,0
TRANSFER,42926.77,C909775,M888278,44259.68,1332.9100000000035,CA,0,0
DEPOSIT,28807.43,C226486,M265189,23915.17,0.0,AE,0,0
PAYMENT,41361.37,C126094,M000967,48209.68,6848.309999999998,ZA,0,0
TRANSFER,7667.63,C082803,M501573,30521.73,22854.1,ZA,0,0
DEPOSIT,35969.19,C496864,M181361,52742.68,16773.489999999998,UK,0,0
TRANSFER,29860.18,C831009,M520886,77.13,0.0,IN,0,0
TRANSFER,11990.45,C828774,M119229,6250.12,0.0,AU,0,0
WITHDRAWAL,11481.22,C077305,M129984,733.06,0.0,IN,0,0
DEPOSIT,40725.41,C211358,M907053,64204.75,23479.339999999997,CA,0,0
WITHDRAWAL,37625.08,C222110,M421596,17012.03,0.0,AU,0,0
TRANSFER,6084.09,C882803,M358150,9727.29,3643.2000000000007,AE,0,0
TRANSFER,11142.54,C821149,M345953,47542.81,36400.27,IN,0,0
TRANSFER,25685.41,C144949,M700630,37313.5,11628.09,AE,0,0
DEPOSIT,20371.72,C398893,M322468,32722.76,12351.039999999997,AE,0,0
TRANSFER,5364.84,C762062,M667240,43425.8,38060.96000000001,US,0,0
PAYMENT,31427.68,C135622,M053728,146.48,0.0,NG,0,0
TRANSFER,27408.62,C815015,M658934,72201.32,44792.70000000001,CA,0,0
TRANSFER,2954.63,C448871,M681377,45855.64,42901.01,IN,0,0
DEPOSIT,44323.1,C080908,M277186,77794.98,33471.88,US,0,0
PAYMENT,18192.76,C153837,M708786,88695.25,70502.49,IN,0,0
PAYMENT,35399.94,C576049,M055648,36774.45,1374.5099999999948,NG,0,0
DEPOSIT,30189.08,C707397,M765124,35460.63,5271.549999999996,US,0,0
DEPOSIT,27592.96,C112608,M922811,91481.27,63888.310000000005,ZA,0,0
DEPOSIT,48617.71,C111045,M885027,40603.26,0.0,IN,0,0
TRANSFER,13668.52,C486189,M692247,6800.85,0.0,US,0,0
DEPOSIT,30462.09,C092882,M320459,73140.56,42678.47,ZA,0,0
WITHDRAWAL,37431.98,C365146,M699066,58485.31,21053.329999999994,AU,0,0
WITHDRAWAL,26832.43,C369271,M632305,46793.59,19961.159999999996,UK,0,0
WITHDRAWAL,22160.47,C867093,M282402,5773.0,0.0,US,0,0
PAYMENT,24024.77,C563085,M380251,89786.57,65761.8,ZA,0,0
WITHDRAWAL,12372.26,C079994,M585845,86728.04,74355.78,CA,0,0
DEPOSIT,22502.71,C661213,M822344,55278.97,32776.26,NG,0,0
DEPOSIT,32625.39,C216620,M534198,74314.64,41689.25,AE,0,0
